name;site;code;type;longitude;latitude;height
Aquitania;Chantelle-la-Vieille;N;Dressel 1A;3.113328;46.238689;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Altino;COSAE;Dressel 6B;12.393333;45.544444;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Narbonensis;Valras-Plage;DOM;Dressel 20;3.290159;43.247002;0
Germania Superior;Avenches;VARIS;Dressel 20;7.041042;46.880888;0
Raetia;Bregenz;LVALERITROPHIMI;Dressel 20;9.766667;47.5;0
Italia;Milano;APOL;Lamboglia 2;9.2;45.466667;0
Baetica;Alcolea del Rio;MMCS;Dressel 20;-5.666942;37.615058;0
Belgica;Metz;LQS;Dressel 20;6.175875;49.115461;0
Tarraconensis;Castelldefels;APO;Dressel 2-4 Catalan;1.968755;41.277658;0
Britannia;London;FOP;Dressel 20;-0.093145;51.514248;0
Narbonensis;Port-Vendres;CSEMPRONIPOLYCLITI;Dressel 20;3.104371;42.517594;0
Pannonia Inferior;Szony;FCCVFPAC;Dressel 20;18.11913;47.743184;0
Italia;Altino;VARIPACCI;Dressel 6B;12.393333;45.544444;0
Italia;Padova;LAEK;Dressel 6B;11.883333;45.416667;0
Mauretania Tingitana;Sale (Sala);CS;Dressel 20;-6.79846;34.0531;0
Italia;Canale Giancola;LMARCISATVR;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;APOLONI;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;RUMA;Brindisian amphora;17.85;40.683333;0
Lusitania;Alcacer do Sal?;MAMVNS;Dressel 14;-8.514436;38.373258;0
Narbonensis;Ile de Porquerolles;HELVIVSMAHESFE;Dolium;6.21203;42.996688;0
Lugdunensis;Lyon?;MIM;Dressel 20;4.846711;45.748457;0
Baetica;El Puerto de Santa Maria;SVA;Dressel 9;-6.227507;36.59952;0
Britannia;Exeter;PAVR;Dressel 20;-3.533333;50.7;0
Britannia;Corbridge;LIVNIMELISSI;Dressel 20;-2.016667;54.966667;0
Lugdunensis;Pitres;MAR;Dressel 20;1.221831;49.320142;0
Baetica;Alcolea del Rio;PNN;Dressel 20;-5.666942;37.615058;0
Baetica;Hornachuelos;LCCVFI;Dressel 20;-5.233333;37.833333;0
Baetica;Posadas;LFC;Dressel 20;-5.107258;37.802053;0
Germania Inferior;Fort Vechten;MAEME;Dressel 20;5.179773;52.064313;0
Italia;Ostia Antica;THROPIMI;Dressel 20;12.283333;41.75;0
Tarraconensis;Cap de Creus;CMM;Dressel 20;3.321807;42.318238;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;NVMENI;Brindisian amphora;17.933333;40.633333;0
Mauretania Tingitana;Sidi Ali ben ahmed (Thamusida);ENTR;Beltran 2;-6.494247;34.334284;0
Raetia;Kempten;QAELIOPTATI;Dressel 20;10.315858;47.732209;0
Italia;Canale Giancola;MENOPHIL;Brindisian amphora;17.85;40.683333;0
Germania Superior;Avenches;MAVMAV;Dressel 20;7.041042;46.880888;0
Italia;Padova;FONTANI;Dressel 6B;11.883333;45.416667;0
Narbonensis;Vienne;LAP;Dressel 20;4.873453;45.524785;0
Aegyptus;Alexandria;CANINI;Brindisian amphora;29.955266;31.215645;0
Aquitania;Saint-Marcel;QIA;Dressel 20;1.513241;46.601927;0
Italia;Brindisi;PILEMO;Brindisian amphora;17.933333;40.633333;0
Aegyptus;Tanis (San el-Hagar);HERACLID;Brindisian amphora;31.872307;30.97478;0
Tarraconensis;Barcelona;QFS;Pascual 1;2.1741;41.398371;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Lugdunensis;Aveyron;DIOCLMESORPMAR;Dressel 1;2.821677;47.879458;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Frejus;QCL;Dressel 20;6.735237;43.432858;0
Narbonensis;Baie de la Ciotat;NAEPOR;Dressel 1;5.65;43.166668;0
Italia;Brindisi;ANINIANA;Brindisian amphora;17.933333;40.633333;0
Raetia;Bregenz;MSP;Dressel 20;9.766667;47.5;0
Germania Superior;Avenches;IVLINIGRI;Dressel 20;7.041042;46.880888;0
Belgica;Metz;CNAECOR;Dressel 20;6.175875;49.115461;0
Lugdunensis;Alise-Sainte-Reine;MI;Dressel 1;4.48595;47.537854;0
Tarraconensis;San Pedro;NEON;Lamboglia 2;-0.751789;37.802242;0
Tarraconensis;Mahon;TIBISI;Dressel 2-4 Baetican;4.25;39.883333;0
Tarraconensis;San Pedro;VICTORIA;Lamboglia 2;-0.751789;37.802242;0
Britannia;Sleaford;MIM;Dressel 20;-0.4;52.983333;0
Tarraconensis;Llafranc;VIRGIN;Dressel 20;3.194503;41.894075;0
Baetica;Hornachuelos;OCTAVIANVS;Amphora incerta;-5.233333;37.833333;0
Germania Superior;Augst;ITE;Dressel 20;7.717205;47.536818;0
Narbonensis;Vienne;QAN;Dressel 20;4.873453;45.524785;0
Germania Superior;Niederbieber;LQS;Dressel 20;8.566917;50.271515;0
Britannia;Cirencester;SAXOFERREO;Dressel 20;-1.983333;51.733333;0
Lugdunensis;Mont-Beuvray;GN;Dressel 1;4.032143;46.92678;0
Tarraconensis;Cap de Creus;VRITTIFAV;Dressel 20;3.321807;42.318238;0
Tarraconensis;San Pedro;ABAR;Lamboglia 2;-0.751789;37.802242;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Baetica;Carmona;MAS;Dressel 20;-5.646083;37.471248;0
Italia;Albinia;LC;Dressel 1C;11.25;42.5;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Aegyptus;Fayum;HPAIOC;Brindisian amphora;30.841804;29.309949;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Sant Vicenc dels Horts;BR;Pascual 1;2.007994;41.396145;0
Italia;Vicenza;APIC;Dressel 6B;11.55;45.55;0
Sicilia;Erice;TRLOISIO;Greco-Italica;12.583333;38.033333;0
Italia;Padova;VR;Dressel 6B;11.883333;45.416667;0
Italia;San Cataldo;DEMETRI;Brindisian amphora;18.3;40.383333;0
Italia;Ostia Antica;CVRVCVNTINCVRVCVNIN;Almagro 50;12.283333;41.75;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;STR;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Vienne;LVIBICHROMIS;Dressel 20;4.873453;45.524785;0
Italia;Brindisi;CVEILI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Denia;QCR;Dressel 20;0.10797;38.841344;0
Germania Superior;Ehl;LIVNIMELISSI;Dressel 20;7.616482;48.371252;0
Germania Superior;Nida-Heddernheim;APPR;Dressel 20;8.645835;50.159548;0
Narbonensis;Saint-Paul-Trois-Chateaux;MATSE;Gauloise 1;4.765745;44.349093;0
Narbonensis;Arles;CVIVCOR;Dressel 20;4.636331;43.681659;0
Britannia;Chicester;FSCIMNIANO;Dressel 20;-0.783333;50.833333;0
Tarraconensis;San Pedro;VICTORIA;Lamboglia 2;-0.751789;37.802242;0
Britannia;Leicester;LIOPVSNNI;Dressel 20;-1.133333;52.633333;0
Italia;Brindisi;LALBIDAMAE;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;CVEHILI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Benicarlo;TIRISI;Dressel 2-4 Catalan;0.427087;40.416501;0
Britannia;Leicester;LFCF;Dressel 20;-1.133333;52.633333;0
Lugdunensis;Nuits-Saint-Georges;LVALERIVITALIS;Dressel 20;4.949001;47.136829;0
Italia;Ancona;ABINH;Lamboglia 2;13.5;43.633333;0
Narbonensis;Rivesaltes;SPC;Dressel 20;2.87239;42.76945;0
Italia;Taranto;DAMA;Brindisian amphora;17.229722;40.476111;0
Mauretania Tingitana;Ceuta;SOC;Beltran 2A;-5.315856;35.88851;0
Narbonensis;Golfe de Fos;PLATO;Lamboglia 2;4.942851;43.383543;0
Aquitania;Montmaurin;PNN;Dressel 20;0.637116;43.224653;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Britannia;Cirencester;LRPHCO;Dressel 20;-1.983333;51.733333;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;MENAS;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Narbonensis;Marseille;PI;Dressel 1A;5.333333;43.316667;0
Lugdunensis;Port-Vendres;CSEMPRONIPOLYCLITI;Dressel 20;-3.45;47.65;0
Germania Superior;Neumagen;MMCS;Dressel 20;7.673177;47.948948;0
Italia;Bottrighe;CAEAVS;Greco-Italica;12.086944;45.024444;0
Aquitania;Saint Paulien;SEXDOMITI;Amphora incerta;3.813835;45.136496;0
Narbonensis;Golfe de Fos;CFAV;Dressel 20;4.942851;43.383543;0
Italia;Ostia Antica;CAMILIMELISSI;Dressel 20;12.283333;41.75;0
Italia;Nice;PFENASVL;Africana 2B Grande;7.25952;43.713644;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Sant Vicenc dels Horts;AEMV;Dressel 2-4;2.007994;41.396145;0
Baetica;Lora del Rio;POPVLI;Dressel 20;-5.52751;37.658961;0
Baetica;Palma del Rio;QIM;Dressel 20;-5.281208;37.700239;0
Italia;Albinia;D;Dressel 1C;11.25;42.5;0
Tarraconensis;Felanitx;PH;Pascual 1;3.15082;39.471912;0
Baetica;Bolonia;OPLC;Dressel 1C;-5.77426;36.088998;0
Germania Superior;Frankfurt am Main;QFC;Dressel 20;8.684167;50.11552;0
Narbonensis;Pomas;A;Dressel 1;2.292737;43.112;0
Italia;Modena;LIFECAILITECAI;Operculum;10.9;44.5;0
Italia;Brindisi;PTOLEMAE;Brindisian amphora;17.933333;40.633333;0
Belgica;Amiens;ATELAIBAETLAIB;Amphora incerta;2.3;49.9;0
Italia;Canale Giancola;APOLONIDA;Brindisian amphora;17.85;40.683333;0
Baetica;Hornachuelos;LFF;Dressel 20 parva;-5.233333;37.833333;0
Lugdunensis;Mont-Beuvray;PHI;Dressel 1;4.032143;46.92678;0
Germania Superior;Strasbourg;MCLS;Dressel 20;7.787355;48.600381;0
Italia;Canale Giancola;SCOPAS;Brindisian amphora;17.85;40.683333;0
Germania Inferior;Voorburg;QPPHRYXI;Dressel 20;4.388258;52.069049;0
Baetica;Hornachuelos;LFC;Dressel 20;-5.233333;37.833333;0
Italia;Padova;LAFINI;Amphora incerta;11.883333;45.416667;0
Baetica;Penaflor;ELPL;Dressel 20;-5.34504;37.708919;0
Germania Superior;Gro?-Gerau;O;Dressel 20;8.48255;49.921394;0
Raetia;Chur;FIRMIFAVORI;Mortarium;9.526918;46.856753;0
Tarraconensis;Mercadal;MLIVCAV;Dressel 2-4;4.095166;39.98946;0
Britannia;London;LIICIMISSA;Mortarium;-0.093145;51.514248;0
Italia;Brindisi;APELL;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;PILEMO;Brindisian amphora;17.933333;40.633333;0
Aquitania;Arlempdes;FPAT;Dressel 20;3.92276;44.866155;0
Italia;Oderzo;EVCH;Dressel 6B;12.488056;45.78;0
Raetia;Kempten;PMANISVP;Dressel 20;10.315858;47.732209;0
Italia;Brindisi;PTOLEMAE;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Mainz;CONSFC;Dressel 20;8.279096;49.984188;0
Italia;Canale Giancola;DAMATRI;Brindisian amphora;17.85;40.683333;0
Italia;Padova;CCARISTFRONT;Dressel 6A;11.883333;45.416667;0
Britannia;Leicester;ROMANI;Dressel 20;-1.133333;52.633333;0
Corsica et Sardinia;Sardegna;LCANSEC;Dressel 20;8.44;39.881944;0
Italia;Parenzo (Porec);AELICRIS;Amphora incerta;13.593889;45.225833;0
Britannia;Cirencester;FSCIMNIANO;Dressel 20;-1.983333;51.733333;0
Italia;Ostia Antica;ENNIORVMIVLIORVM;Dressel 20;12.283333;41.75;0
Britannia;Silchester;LQS;Dressel 20;-1.066667;51.35;0
Italia;Brindisi;PVEBAL;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;CANINI;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Caledonia;Castlecary;ANTIFDIS;Dressel 20;-3.95;55.983333;0
Italia;Vicenza;LAEKH;Dressel 6B;11.55;45.55;0
Lugdunensis;Mont-Beuvray;GM;Dressel 1;4.032143;46.92678;0
Italia;Ostia Antica;LFC;Dressel 20;12.283333;41.75;0
Narbonensis;Elne;MBAI;Greco-Italica;2.971462;42.600308;0
Tarraconensis;Cartagena;NAVN;Greco-Italica;-0.986232;37.605121;0
Corsica et Sardinia;Iles Lavezzi;LYA;Dressel 2-4 Catalan;9.254185;41.341096;0
Italia;Padova;SLEP;Dressel 6A;11.883333;45.416667;0
Mauretania Tingitana;Tanger (Tingi);HEDVLI;Amphora incerta;-5.78;35.78;0
Baetica;Hornachuelos;LFC;Dressel 20;-5.233333;37.833333;0
Germania Inferior;Fort Vechten;MFE;Dressel 20;5.179773;52.064313;0
Italia;Brindisi;APOLONI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Setla-Mirarrosa-Miraflor;CCVLMFS;Gauloise 4 similis - Almadrava 3;0.017463;38.850767;0
Italia;Brindisi;LLVCI;Brindisian amphora;17.933333;40.633333;0
Britannia;London;AIS;Dressel 20;-0.093145;51.514248;0
Tarraconensis;Badalona;PTE;Dressel 2-4 Catalan;2.244789;41.447145;0
Britannia;Bardon Mill;PIVLICRISPI;Dressel 20;-2.333333;54.966667;0
Narbonensis;Ile de Porquerolles;MAHEFECIT;Dolium;6.21203;42.996688;0
Narbonensis;Narbonne;CNFVLSEC;Pascual 1;3.008816;43.184417;0
Narbonensis;Narbonne;PR;Pascual 1;3.008816;43.184417;0
Italia;Ostia Antica;CHR;Amphora incerta;12.283333;41.75;0
Aquitania;Agen;MAEMRV;Dressel 20;0.626641;44.199912;0
Tarraconensis;Cartagena;G;Dressel 20;-0.95;37.566667;0
Germania Superior;Niederbieber;LFC;Dressel 20;8.566917;50.271515;0
Britannia;Chatham;LAT;Dressel 20;0.516667;51.383333;0
Aquitania;Levroux;CSP;Dressel 20;1.612428;46.978604;0
Mauretania Tingitana;Banasa;CC;Africana Antiqua;-6.115818;34.60144;0
Italia;Monte Pallano;ARCELAVOS;Brindisian amphora;14.383333;42.033333;0
Lusitania;Tavira;CNG;Amphora incerta;-7.648609;37.127338;0
Lugdunensis;Rouen;IMVSSIDIOR;Dressel 20;1.083333;49.433333;0
Tarraconensis;Ampurias;LCAE;Dressel 20;3.117809;42.139543;0
Tarraconensis;Ampurias;CASTORIS;Tegula;3.117809;42.139543;0
Italia;Brindisi;OCT;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Barcelona;C;Dressel 20;2.1741;41.398371;0
Italia;Altino;THEODORVS;Dressel 6A;12.393333;45.544444;0
Tarraconensis;Ampurias;PAREDISEXMANCIA;Amphora incerta;3.117809;42.139543;0
Baetica;Santiponce;LIVNIMELISSI;Amphora incerta;-6.041843;37.433953;0
Tarraconensis;Premia de Mar;FVLPHIL;Pascual 1;2.359029;41.492256;0
Italia;Canale Giancola;APELLAE;Brindisian amphora;17.85;40.683333;0
Italia;Vicenza;ASV;Dressel 6B;11.55;45.55;0
Lugdunensis;Rouen;LSTERALB;Dressel 20;0.158146;49.521309;0
Britannia;Caernarfon;QANTALB;Dressel 20;-4.266667;53.15;0
Africa Proconsularis;Sidi Aoun;QAF;Africana 2C gra.;6.900788;33.542115;0
Tarraconensis;Camos;COBVLNI;Tegula;2.762884;42.087759;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Mainz;VIRIIII;Dressel 20;8.279096;49.984188;0
Germania Superior;Frankfurt am Main;LIVNIMELISSI;Dressel 20;8.684167;50.11552;0
Germania Superior;Frankfurt am Main;MSM;Dressel 20;8.684167;50.11552;0
Narbonensis;Pomas;AN;Dressel 1;2.292737;43.112;0
Italia;Ostia Antica;POPVLI;Dressel 20;12.283333;41.75;0
Britannia;Corbridge;FSCIMNIANO;Dressel 20;-2.016667;54.966667;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Baetica;Lora del Rio;GEF;Dressel 20;-5.52751;37.658961;0
Italia;Padova;SPERATUS;Dressel 6B;11.883333;45.416667;0
Dalmatia;Lezhe;PILIPO;Lamboglia 2;19.643611;41.783611;0
Narbonensis;Meze;PMANISVP;Dressel 20;3.605901;43.425044;0
Britannia;Bardon Mill;OLEASTRO;Dressel 20;-2.333333;54.966667;0
Britannia;London;M;Ignotus;-0.093145;51.514248;0
Belgica;Amiens;PSAVITI;Dressel 20;2.3;49.9;0
Italia;Padova;TVETTIMACRI;Dressel 6B;11.883333;45.416667;0
Germania Superior;Mainz;QFCF;Dressel 20;8.279096;49.984188;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Lugdunensis;Nuits-Saint-Georges;PSA;Dressel 20;4.949001;47.136829;0
Narbonensis;Narbonne;OGAVIDENI;Pascual 1;3.008816;43.184417;0
Lugdunensis;Nuits-Saint-Georges;MA;Dressel 20;4.949001;47.136829;0
Narbonensis;Lunel-Viel;SIS;Gauloise 1;4.092185;43.675768;0
Baetica;Ecija;CAMILIMELISSI;Dressel 20;-5.082599;37.542203;0
Italia;Giglio Porto;AV;Africana 2;10.916667;42.366667;0
Germania Superior;Augst;QCALMARSI;Dressel 20;7.717205;47.536818;0
Achaia;Corinth;N;Amphora incerta;22.957337;37.940679;0
Mauretania Tingitana;Sidi Ali ben ahmed (Thamusida);FIGSCA;Dressel 20;-6.494247;34.334284;0
Tarraconensis;Sant Boi de Llobregat;IVLIANICETI;Pascual 1;2.040791;41.342647;0
Italia;Canale Giancola;CNPETROSOSTR;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Cartagena;SPAI;Lamboglia 2;-0.986232;37.605121;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Canale Giancola;AENEAS;Brindisian amphora;17.85;40.683333;0
Aegyptus;Fayum;LANINI;Brindisian amphora;30.841804;29.309949;0
Italia;Cosa;SIGNUM;Dressel 1B;12.896389;46.057778;0
Aquitania;Chateaumeillant;NOVI;Dressel 1;2.195146;46.562194;0
Narbonensis;Antibes;PAR;Dressel 1B;7.127766;43.562407;0
Macedonia;Durres;GENTI;Lamboglia 2;19.441389;41.323056;0
Tarraconensis;Badalona;FA;Dressel 2-4 Catalan;2.244789;41.447145;0
Narbonensis;Geneve;LVALERITROPHIMI;Dressel 20;6.148113;46.195602;0
Lugdunensis;Lyon?;MIM;Dressel 20;4.846711;45.748457;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;DEMETRI;Brindisian amphora;17.85;40.683333;0
Italia;Padova;ATI;Dressel 6B;11.883333;45.416667;0
Baetica;Alcolea del Rio;LQS;Dressel 20;-5.666942;37.615058;0
Italia;Ostia Antica;LFC;Dressel 20;12.283333;41.75;0
Germania Superior;Baden;CSEMPRONIPOLYCLITI;Dressel 20;8.302764;47.478029;0
Italia;Pola;HADAVG;Dressel 6;13.848056;44.868333;0
Narbonensis;Port-Vendres;QSCR;Dressel 20;3.104371;42.517594;0
Italia;Brindisi;PHILONICAPPVLEI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Golfe de Fos;ALTPRTALPR;Lamboglia 2;4.942851;43.383543;0
Germania Superior;Mainz;SCALENSIA;Dressel 20;8.279096;49.984188;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Alayor;REBIT;Amphora incerta;4.14196;39.934563;0
Narbonensis;Nissan-Lez-Enserune;ANIN;Brindisian amphora;3.127051;43.289615;0
Baetica;Hornachuelos;LFC;Dressel 20;-5.233333;37.833333;0
Italia;Canale Giancola;APOLLONI;Brindisian amphora;17.85;40.683333;0
Italia;Cosa;SIGNUM;Dressel 1A;12.896389;46.057778;0
Italia;Albinia;APEL;Dressel 1;11.25;42.5;0
Baetica;Lora del Rio;CMM;Dressel 20;-5.52751;37.658961;0
Lugdunensis;Mont-Beuvray;GN;Dressel 1;4.032143;46.92678;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Alicante;MA;Dressel 2-4 Catalan;-0.487722;38.34619;0
Italia;Canale Giancola;DIOCLES;Brindisian amphora;17.85;40.683333;0
Baetica;Ecija;LAVRELIGERMANI;Dressel 20;-5.082599;37.542203;0
Germania Superior;Biesheim;POROCODV;Dressel 20;7.544738;48.041178;0
Italia;Altino;PQSCAPVLAE;Dressel ante 6B;12.393333;45.544444;0
Baetica;Palma del Rio;QAGEMELLI;Dressel 20;-5.281208;37.700239;0
Britannia;Heptonstall;AGRICOLAE;Dressel 20;-2.016667;53.75;0
Italia;Ostia Antica;LFC;Dressel 20;12.283333;41.75;0
Tarraconensis;San Pedro;VICTORIA;Lamboglia 2;-0.751789;37.802242;0
Narbonensis;Vendres;PMH;Dressel 20;3.223413;43.269772;0
Italia;Padova;RUSOCOC;Dressel 6B;11.883333;45.416667;0
Britannia;Corbridge;SFE;Dressel 20;-2.016667;54.966667;0
Italia;Canale Giancola;SCOPAS;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Sant Vicenc dels Horts;SYN;Dressel 2-4 Catalan;2.007994;41.396145;0
Italia;Canale Giancola;MENOPHIL;Brindisian amphora;17.85;40.683333;0
Mauretania Tingitana;Banasa;HEDVLI;Beltran 2;-6.115818;34.60144;0
Italia;Brindisi;GAIOSANINI;Brindisian amphora;17.933333;40.633333;0
Sicilia;Erice;MVA;Greco-Italica;12.583333;38.033333;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Bomarzo;P;Amphora incerta;12.25;42.483333;0
Baetica;Lora del Rio;LALFLALP;Dressel 20;-5.52751;37.658961;0
Mauretania Tingitana;Sale (Sala);LAEM;Amphora incerta;-6.79846;34.0531;0
Narbonensis;Ardeche (Alba);PATVIC;Dressel 20;4.64761;44.264945;0
Narbonensis;Saint-Andre;QCALMARSI;Dressel 20;3.948904;44.416564;0
Italia;Brindisi;PERDICAS;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Saint-Romain-en-Gal;GALLICI;Dressel 20;4.860743;45.531592;0
Britannia;Wroxeter;SILVESTRI;Dressel 20;-2.65;52.666667;0
Italia;Brindisi;RIAN;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Tivissa;SEXDOMITI;Oberaden 74;0.732916;41.041827;0
Aegyptus;Alexandria;VEHILI;Brindisian amphora;29.955266;31.215645;0
Germania Superior;Frankfurt am Main;LCFPC;Dressel 20;8.684167;50.11552;0
Narbonensis;Vienne;LVIBICHROMIS;Dressel 20;4.873453;45.524785;0
Britannia;Chester;PAH;Dressel 20;-2.916667;53.2;0
Britannia;London;PONTICI;Dressel 20;-0.093145;51.514248;0
Tarraconensis;San Pedro;NICIA;Lamboglia 2;-0.751789;37.802242;0
Dalmatia;Lezhe;MAHEF;Lamboglia 2;19.643611;41.783611;0
Italia;Ostia Antica;PMF;Dressel 20;12.283333;41.75;0
Italia;Castelnuovo di sotto;AAG;Amphora incerta;10.566667;44.816667;0
Narbonensis;Narbonne;CVVA;Dressel 20;3.008816;43.184417;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;SOTERICSOTERIX;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Bouzigues;QIM;Dressel 20;3.657805;43.448097;0
Lugdunensis;Mont-Beuvray;SIN;Dressel 1;4.032143;46.92678;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Germania Superior;Augst;ROMANI;Dressel 20;7.717205;47.536818;0
Italia;Ostia Antica;TILIANAAVIIENITILIANAAVIICANI;Amphora incerta;12.283333;41.75;0
Narbonensis;Narbonne;IVLITHEOPHIL;Pascual 1;3.008816;43.184417;0
Caledonia;Birrens;LFI;Dressel 20;-3.233333;55.066667;0
Narbonensis;Le Caylar;MET;Dressel 1;3.319274;43.862848;0
Germania Inferior;Huchelhoven;QFLVP;Dressel 20;6.680187;51.014009;0
Italia;Narni;DE;Dressel 1A;12.516667;42.516667;0
Italia;Canale Giancola;APOLONIDA;Brindisian amphora;17.85;40.683333;0
Italia;Villetelle;PLS;Amphora incerta;6.816667;44.083333;0
Tarraconensis;Sant Vicenc dels Horts;I;Dressel 2-4 Catalan;2.007994;41.396145;0
Italia;Monaco;LTS;Africana 2A Grande;7.4252;43.735208;0
Narbonensis;Rade d'Agay;CALAM;Dressel 2-4 Catalan;6.866667;43.433333;0
Baetica;Posadas;LFC;Dressel 20;-5.107258;37.802053;0
Britannia;York;LFC;Dressel 20;-1.083333;53.966667;0
Aegyptus;Alexandria;APELLAE;Brindisian amphora;29.955266;31.215645;0
Aegyptus;Alexandrie;ZOILA;Brindisian amphora;29.75;31;0
Britannia;Sea Mills;HISPANI;Dressel 20;-2.65;51.483333;0
Italia;Modena;CORONI;Amphora incerta;10.9;44.5;0
Tarraconensis;Sant Vicenc dels Horts;DI;Pascual 1;2.007994;41.396145;0
Germania Inferior;Neuss;MIA;Dressel 20;6.685037;51.198071;0
Germania Superior;Mainz;ALBIN;Gauloise;8.279096;49.984188;0
Narbonensis;Marseillan;MNS;Dressel 20;3.527953;43.356182;0
Aquitania;Poitiers;VIVAS;Amphora incerta;0.333333;46.583333;0
Germania Superior;Sarrebourg;QIA;Dressel 20;7.056016;48.734217;0
Narbonensis;Vienne;PMANISVP;Dressel 20;4.873453;45.524785;0
Britannia;Corbridge;DEF;Dressel 20;-2.016667;54.966667;0
Mauretania Tingitana;Volubilis;MAR;Dressel 20;-5.557032;34.073697;0
Italia;Canale Giancola;APOLONIDA;Brindisian amphora;17.85;40.683333;0
Aegyptus;Alexandria;METRBETIL;Brindisian amphora;29.955266;31.215645;0
Noricum;Magdalensberg;LAEK;Dressel 6B;14.966667;46.65;0
Tarraconensis;Sant Boi de Llobregat;QVA;Dressel 2-4 Catalan;2.040791;41.342647;0
Italia;Este;MCORELIVITVLI;Dressel 6A;11.65;45.233333;0
Narbonensis;Vienne;POROCODV;Dressel 20;4.873453;45.524785;0
Narbonensis;Murviel-les-Montpellier;SILO;Lamboglia 2;3.73858;43.606282;0
Baetica;Almodovar del Rio;MD;Dressel 20;-5.02037;37.810702;0
Mauretania Tingitana;Sidi Ali ben ahmed (Thamusida);AO;Dressel 20;-6.494247;34.334284;0
Aquitania;Bordeaux;O;Dressel 1;-0.5805;44.840439;0
Italia;Giglio Porto;PSA;Africana;10.916667;42.366667;0
Italia;Brindisi;BAHANO;Brindisian amphora;17.933333;40.633333;0
Cyrenaica;Apollonia;CIVLPOLY;Dressel 6A;21.963995;32.897948;0
Mauretania Tingitana;Volubilis;SEPR;Dressel 20;-5.557032;34.073697;0
Africa Proconsularis;Cartago;NQBR;Amphora incerta;10.333333;36.866667;0
Tarraconensis;Tivissa;LAPT;Tegula;0.732916;41.041827;0
Italia;Canale Giancola;SCOPA;Brindisian amphora;17.85;40.683333;0
Germania Superior;Vertault;LQS;Dressel 20;4.35139;47.916097;0
Britannia;Corbridge;QMR;Dressel 20;-2.016667;54.966667;0
Germania Superior;Mainz;AL;Haltern 70;8.279096;49.984188;0
Tarraconensis;Isla de Cabrera;PNN;Dressel 20;2.949407;39.144609;0
Britannia;Corbridge;MQFF;Dressel 20;-2.016667;54.966667;0
Noricum;Magdalensberg;IMP;Dressel 6B;14.966667;46.65;0
